Country x Year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Guyana,0.645655321,0.645655321,1.291310642,1.420441706,1.936965962,2.582621283,3.357407668,3.873931925,4.519587245,4.906980438,5.29437363,5.681766823,5.940028951,6.198291079,6.585684272,6.973077464,7.489601721,7.747863849,8.135257042,8.522650234,8.780912363,9.168305555,9.426567683,9.555698748,9.813960876,10.072223
Haiti,7.010660027,8.922658216,10.92570394,12.74665459,15.47808058,17.29903124,19.11998189,20.94093255,21.85140788,23.67235853,24.58283386,24.58283386,24.58283386,24.58283386,23.67235853,22.76188321,20.94093255,20.03045722,19.11998189,18.20950656,16.38855591,15.47808058,14.56760525,13.65712992,12.74665459,11.83617927
Honduras,5.057391154,5.539047455,5.90028968,6.261531905,6.381945981,6.381945981,6.261531905,6.020703755,5.779875605,5.539047455,5.17780523,4.816563004,4.455320779,4.214492629,3.973664478,3.732836328,3.492008178,3.251180028,3.130765953,3.010351878,2.889937803,2.769523727,2.649109652,2.528695577,2.528695577,2.408281502
Hungary,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Iceland,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
India,0.119179505,0.186217977,0.283051325,0.40223083,0.551205211,0.715077031,0.893846289,1.04282067,1.266282243,1.415256624,1.489743815,1.564231005,1.638718196,1.713205387,1.713205387,1.713205387,1.713205387,1.638718196,1.638718196,1.638718196,1.638718196,1.564231005,1.564231005,1.564231005,1.564231005,1.564231005
Indonesia,0.000379492,0.000758984,0.00189746,0.00379492,0.006451364,0.013282221,0.025425966,0.045539043,0.072103486,0.106257768,0.159386652,0.239079978,0.368107268,0.531288841,0.721034855,0.91078087,1.100526884,1.328222102,1.517968116,1.707714131,1.897460146,2.049256957,2.239002972,2.352850581,2.504647392,2.618495001
Iran (Islamic Republic of),0.030884895,0.035826478,0.040768061,0.044474249,0.050651228,0.06176979,0.084006914,0.12353958,0.18530937,0.24707916,0.296494992,0.358264782,0.407680614,0.469450404,0.506512278,0.55592811,0.592989984,0.630051858,0.67946769,0.704175606,0.74123748,0.778299354,0.815361228,0.840069144,0.877131018,0.901838934
Ireland,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Israel,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Italy,0.001672297,0.001672297,0.001672297,0.008361487,0.016722973,0.061875002,0.217398655,0.551858125,0.886317594,1.103716249,1.237500037,1.321114905,1.404729772,1.471621666,1.53851356,1.605405454,1.672297348,1.672297348,1.839527082,1.839527082,2.006756817,2.006756817,2.173986552,2.173986552,2.173986552,2.341216287
Jamaica,3.910019781,4.976388812,6.398214187,7.464583219,8.53095225,9.241864937,9.952777625,10.30823397,10.66369031,11.01914666,11.01914666,11.01914666,11.01914666,11.01914666,10.66369031,10.66369031,10.30823397,10.30823397,10.30823397,10.30823397,10.30823397,10.30823397,10.30823397,10.30823397,10.30823397,10.30823397
Japan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kazakhstan,0.027678642,0.027678642,0.027678642,0.055357284,0.055357284,0.066428741,0.088571655,0.116250297,0.149464667,0.182679038,0.221429137,0.265714964,0.304465063,0.348750891,0.38750099,0.431786817,0.476072644,0.5258942,0.608930126,0.664287411,0.719644695,0.775001979,0.885716547,0.996431116,1.107145684,1.273217537
Kenya,14.44283822,18.56936342,22.69588863,26.82241383,30.94893904,35.07546424,37.13872684,37.13872684,37.13872684,37.13872684,35.07546424,35.07546424,33.01220164,30.94893904,28.88567643,28.88567643,26.82241383,26.82241383,26.82241383,26.82241383,28.88567643,28.88567643,28.88567643,30.94893904,30.94893904,30.94893904
Kyrgyzstan,0.016326677,0.016326677,0.016326677,0.032653354,0.032653354,0.081633386,0.081633386,0.081633386,0.081633386,0.163266772,0.163266772,0.179593449,0.228573481,0.29388019,0.359186899,0.440820285,0.538780348,0.636740412,0.734700475,0.848987215,0.930620601,1.028580665,1.093887374,1.159194083,1.224500791,1.322460855
Lao People's Democratic Republic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Latvia,0.514253831,0.822806129,1.285634576,1.697037641,2.005589939,2.262716854,2.468418387,2.674119919,2.828396068,2.982672217,3.085522983,3.188373749,3.291224516,3.342649899,3.394075282,3.394075282,3.445500665,3.445500665,3.496926048,3.496926048,3.496926048,3.496926048,3.496926048,3.496926048,3.496926048,3.496926048
Lebanon,0.082791367,0.165582734,0.165582734,0.165582734,0.165582734,0.165582734,0.165582734,0.165582734,0.165582734,0.165582734,0.165582734,0.165582734,0.182141008,0.198699281,0.215257555,0.215257555,0.231815828,0.231815828,0.248374102,0.264932375,0.281490649,0.298048922,0.331165469,0.364282016,0.380840289,0.397398563
Lesotho,9.15265205,12.81371287,18.3053041,25.62742574,34.78007779,45.30562765,54.9159123,64.06856435,73.2212164,82.37386845,86.95019447,96.10284652,100.6791725,105.2554986,109.8318246,109.8318246,114.4081506,118.9844766,123.5608027,123.5608027,128.1371287,128.1371287,132.7134547,137.2897807,137.2897807,141.8661068
Liberia,1.500918414,1.94485203,2.325366557,2.959557436,3.593748315,4.227939195,5.284923993,6.130511832,7.187496631,7.82168751,8.24448143,8.455878389,8.667275349,8.455878389,8.455878389,8.24448143,8.03308447,7.82168751,7.61029055,7.398893591,7.187496631,6.976099671,6.764702711,6.553305752,6.553305752,6.341908792
Lithuania,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Luxembourg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Madagascar,0.070276889,0.117128149,0.19130931,0.292820372,0.42946988,0.585640745,0.819897043,1.054153341,1.288409639,1.522665937,1.717879518,1.835007667,1.9130931,1.952135816,1.9130931,1.874050384,1.835007667,1.756922235,1.678836802,1.639794086,1.639794086,1.600751369,1.639794086,1.678836802,1.756922235,1.874050384
Malawi,22.95247651,27.3243768,31.69627709,34.97520231,38.80061506,42.62602781,45.35846549,48.09090317,50.82334085,52.46280346,53.55577853,54.10226607,54.64875361,54.64875361,54.10226607,53.55577853,53.009291,53.009291,52.46280346,52.46280346,52.46280346,53.009291,53.009291,53.009291,53.009291,53.55577853
Malaysia,0.304837185,0.930555618,1.508141864,1.861111237,2.117816235,2.406609358,2.631226231,2.791666855,2.952107479,3.080459978,3.176724352,3.208812477,3.208812477,3.529693725,3.529693725,3.529693725,3.529693725,3.529693725,3.529693725,3.529693725,3.529693725,3.208812477,3.208812477,3.144636228,3.048371853,2.952107479
Maldives,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mali,4.173362327,4.761913425,5.243455232,5.350464522,5.885510974,5.885510974,5.885510974,5.885510974,5.885510974,5.885510974,5.885510974,5.350464522,5.350464522,5.350464522,5.350464522,5.350464522,5.350464522,5.350464522,5.885510974,5.885510974,5.885510974,5.885510974,6.420557426,6.420557426,6.420557426,6.420557426
