"name",12/13,13/14,14/15,15/16,16/17,17/18
"Zé Manuel",0,NaN,6,6,3,0
"Anastasios Karamanos",4,9,3,6,7,1
"João Silva",8,8,0,2,0,4
"José Valencia",1,7,5,NaN,0,2
"Amilton",NaN,0,0,5,6,6
"Nildo Petrolina",4,4,2,1,2,2
"Sami",6,1,3,4,2,0
"Hamdou Elhouni",NaN,NaN,NaN,3,1,1
"Derley",NaN,19,1,5,3,3
"Cristian Arango",1,0,2,9,0,3
"Alexandre Guedes",0,0,0,14,13,2
"Federico Falcone",5,0,NaN,16,9,1
